id_evento,fecha,modulo,alerta,incidente_real,veredicto,tam_commit,t_respuesta_h
1947,2026-09-04,Auth,NO,0,negativo,8,1.9
1931,26/08/2026,Api,no,0,-,,5.2
1889,2026-01-27,api,No,0,limpio,72,7.7
678,2026-08-18,Api,0,0,negativo,73,5.6
1409,2026-09-02,UI,,0,limpio,14,8.4
1147,2026-03-13,auth,NO,0,negativo,25,1.3
2515,2026/04/17 20:38,API,0,0,limpio,45,"2,0"
1614,,Api,false,0,limpio,59,11.9
122,15/12/2026,db,0,0,limpio,26,1.2
1146,2026/08/22 12:26,API,0,unknown,limpio,45,10.9
1757,18/02/2026,db,true,no,-,106,"4,7"
1297,,AUTH,0,no,-,182,"13,4"
1681,2026/02/08 20:49,Api,NO,no,-,17,1.9
1926,2026-11-10,db,No,0,clean,182,"3,0"
715,2026/03/15 00:06,ui,NO,0,-,75,7.2
2172,13/09/2026,api,sí,no,clean,999999,13.7
1040,2026-07-06,UI,false,0,negativo,76,4.8
1441,19/03/2026,db,N/A,1,MALWARE,60,9.4
891,09/03/2026,auth,no,0,-,-166,"4,7"
1903,2026-08-22,Auth,No,0,limpio,90,"2,2"
2172,13/09/2026,api,sí,no,-,999999,13.7
655,2026-02-23,api,no,no,clean,45,2.7
1988,13/12/2026,database,Si,1,malware,25,"4,7"
863,2026-01-22,ui,0,no,negativo,32,"6,1"
2456,2026-01-04,authentication,false,0,clean,81,6.1
2535,2026-10-09,api,0,0,-,26,4.6
1731,2026-12-27,API,yes,0,clean,23,"7,9"
1028,2026/06/11 15:30,AUTH,si,no,negativo,70,13.7
1296,2026-03-27,AUTH,false,no,-,37,2.9
1202,2026/08/27 01:28,database,NO,0,limpio,17,"3,9"
1733,2026/07/14 13:09,auth,false,unknown,clean,92,"7,7"
123,2026-11-05, authentication ,no,0,negativo,90,17.5
2319,2026/03/05 21:59,authentication,,1,+,94,"1,7"
2405,2026/06/24 07:48,ui,0,0,clean,-269,"0,4"
1436,2026-10-25,ui ,no,0,clean,47,"0,8"
710,2026-03-08,AUTH,NO,no,clean,25,"4,4"
1864,26/01/2026,authentication,no,no,clean,75,
2108,2026-08-21,db,false,no,-,31,22.9
356,24/02/2026,api,No,0,limpio,11,
21,16/01/2026,auth,No,0,limpio,48,"5,9"
2356,08/07/2026,Auth,false,0,-,55,12.3
1704,2026/05/05 07:47,auth,NO,0,negativo,27,"7,2"
171,2026-03-13,auth,si,0,negativo,191,"4,9"
548,23/06/2026,API,no,0,negativo,61,"13,1"
731,2026-04-18,api,NO,0,negativo,106,"11,3"
1209,2026/05/27 14:48,db,0,no,negativo,18,"0,3"
725,2026-05-08,ui,Si,0,MALWARE,94,"11,0"
1799,2026/01/03 00:08,api,no,0,negativo,7,"6,2"
1041,2026/12/24 03:55,AUTH,No,0,limpio,21,"7,0"
140,2026/10/03 15:22,Auth,No,0,-,112,"4,2"
954,09/09/2026,DB,no,no,negativo,24,99999
219,2026/11/19 21:30,auth,no,0,negativo,105,"1,3"
101,2026-07-01,AUTH,sí,0,clean,65,2.5
1335,28/04/2026,db,0,no,limpio,87,10.6
1127,2026/08/12 14:20,api,si,0,negativo,153,3.2
646,2026/01/02 05:29,auth,false,0,+,201,"2,1"
1651,07/09/2026,UI,false,no,clean,229,"3,6"
1548,2026/02/11 20:27,authentication,No,0,-,52,19.2
92,2026-09-17,ui,N/A,0,malware,136,"13,0"
1043,2026-11-16,ui,false,0,clean,27,"1,0"
342,2026-03-13,authentication,0,0,clean,28,16.8
1266,2026/09/05 03:00,db,0,0,limpio,72,"3,3"
2361,2026/04/04 16:12, Auth ,NO,0,-,48,"4,6"
2410,2026/06/26 01:42,auth ,SI,no,negativo,14,0.9
892,2026/11/03 20:20,api,1,1,+,21,4.4
483,2026-09-06,API,no,no,negativo,97,"12,9"
839,2026/11/23 07:12,ui ,0,no,negativo,69,"6,6"
1166,2026/05/21 01:11,DB,0,0,-,56,"6,9"
70,12/10/2026,Auth,false,0,clean,136,3.9
2174,2026-09-11,api,No,0,limpio,139,"0,7"
846,2026-07-05,auth,Si,0,-,44,4.2
2029,2026-01-12,AUTH,false,0,-,36,
1705,,api,NO,0,limpio,62,"4,0"
833,18/09/2026,auth,0,0,negativo,129,"3,5"
1058,23/08/2026,DB,false,0,negativo,32,4.3
1618,2026/12/06 15:08,authentication,no,no,limpio,157,"3,0"
1077,2026-11-06,api,0,no,negativo,193,0.2
636,2026-08-11,DB,no,0,negativo,31,6.3
942,2026/01/06 19:15,API,0,0,negativo,140,3.1
1803,2026-09-16,api,NO,no,clean,162,14.0
89,2026-03-12,UI,no,no,-,48,15.1
2576,2026/12/04 21:50,api,No,0,negativo,30,"5,3"
1628,06/09/2026,auth,false,0,negativo,39,7.4
260,25/09/2026,UI,false,0,limpio,288,7.9
425,04/09/2026,Api,NO,0,clean,67,4.0
209,2026-08-06,auth,false,0,-,30,2.8
1756,2026-03-20,api,0,0,limpio,80,"4,5"
1435,15/05/2026,db,false,0,-,32,4.9
294,2026-09-18,db,1,no,-,131,2.8
1582,18/12/2026,UI,0,0,limpio,182,"12,7"
1198,2026-12-21,UI,NO,no,limpio,369,"4,8"
1876,07/08/2026,Api,si,1,MALWARE,178,8.4
1881,27/08/2026,db,no,no,-,31,
827,2026-10-03,Api,No,no,clean,88,5.0
403,2026-04-12,api,NO,0,limpio,62,3.8
981,2026-05-02, authentication,NO,0,-,38,4.9
1680,2026/01/26 01:16,DB,yes,1,Malware,44,5.8
46,2026-02-21,db,no,no,-,52,14.4
740,2026-02-18,db,No,0,negativo,45,4.0
1410,2026/04/18 22:33,ui,no,0,negativo,68,3.3
1292,2026-02-25,db,No,0,-,60,
856,2026-02-02,auth,si,si,Malware,95,14.5
1371,06/04/2026,auth,0,0,limpio,294,4.5
1506,2026/09/07 00:47,db,no,no,limpio,129,7.1
765,2026/08/06 02:43,AUTH,sí,0,limpio,95,6.6
1348,21/10/2026,ui,No,0,positivo,48,"5,2"
1057,03/04/2026,api,NO,0,negativo,37,7.3
1,,authentication,0,no,limpio,62,"9,9"
1261,11/02/2026,authentication,0,no,negativo,105,9.7
1572,2026-08-19, api,No,0,-,119,"4,9"
475,14/04/2026,db,NO,0,limpio,169,16.3
2104,2026-02-01,ui,0,0,limpio,53,1.8
1096,05/09/2026,api,0,no,negativo,155,"12,0"
441,2026-02-02, database,0,no,-,76,14.0
142,19/08/2026,API,false,0,clean,49,
923,24/09/2026,db,No,0,negativo,67,"4,1"
141,2026/10/04 06:47,DB,Si,si,Malware,29,4.6
763,16/03/2026,Auth,NO,no,negativo,95,18.7
96,2026/10/12 19:36, auth,false,no,limpio,14,1.8
927,2026/11/16 10:06,ui,false,0,limpio,56,1.7
2376,2026/02/06 22:57,auth,No,no,-,176,15.3
1873,10/09/2026,ui,false,0,clean,37,"7,5"
2331,17/01/2026,UI,NO,0,malware,40,99999
557,15/08/2026,ui,NO,0,-,164,"9,3"
1753,2026/05/08 22:56,UI ,NO,0,negativo,134,"7,1"
597,2026/01/14 17:57,auth,No,0,MALWARE,33,7.2
2569,2026-03-21, auth ,no,no,limpio,51,"11,1"
447,24/06/2026,auth,no,0,clean,32,11.2
1098,2026/02/07 15:16,ui,no,no,-,37,11.0
1706,2026-04-13,api,no,0,limpio,55,"6,0"
1363,2026/07/25 08:10,ui,N/A,0,negativo,50,"13,1"
1161,2026-12-09,authentication,0,no,limpio,186,99999
2230,2026-11-23,db,no,0,negativo,24,7.1
2308,2026-06-07,api,No,0,-,83,3.8
733,2026/07/06 14:27,AUTH,Si,si,+,57,"1,6"
607,01/04/2026,athu,0,0,-,137,"1,6"
2437,08/12/2026,DB,false,0,clean,146,2.0
932,2026-03-04,Api,false,0,Malware,132,10.0
1687,2026/07/10 13:59,auth,No,0,clean,106,11.2
813,2026-10-06,Auth,No,0,limpio,114,"4,9"
445,18/12/2026,ui,yes,0,clean,999999,6.7
716,,ui,no,0,limpio,103,1.2
770,2026-07-02,api,SI,1,MALWARE,112,23.9
1973,2026-02-15,api,0,0,-,67,4.3
1744,14/08/2026,ui,No,no,-,331,"2,1"
2412,2026-10-26,db,false,no,negativo,46,6.9
319,2026-03-26,AUTH,NO,0,-,61,10.5
2143,2026/05/05 17:40,Api ,no,0,limpio,85,2.3
2388,2026-02-06,Api,false,no,-,99,"4,8"
1184,2026-06-12,API,NO,0,limpio,173,"3,7"
2578,2026-12-01,db,NO,no,,47,"5,3"
580,25/08/2026, ui ,0,0,-,49,"33,2"
775,2026-07-03,db,No,no,clean,17,2.1
903,01/12/2026,db,yes,sí,positivo,72,11.3
879,20/09/2026,api,0,0,clean,29,"3,5"
14,2026/10/03 16:18,auth,NO,0,negativo,39,9.6
1007,21/10/2026,UI,0,0,limpio,,3.2
902,01/01/2026,api,No,0,-,86,2.8
1656,,API,false,0,clean,58,1.0
1487,02/04/2026,UI,0,no,negativo,97,3.9
1949,27/01/2026,Auth,false,0,-,14,7.6
1636,14/08/2026,ui,No,0,negativo,-76,2.8
2531,2026-12-05,AUTH,0,0,clean,36,10.7
901,01/06/2026,Auth,no,0,limpio,185,4.2
1708,2026-07-09, Api,false,no,-,123,"2,8"
2464,2026/07/01 12:18,authentication,0,0,-,40,10.8
913,2026/02/16 23:31,auth,NO,no,limpio,19,0.8
875,09/09/2026,API,NO,0,negativo,132,17.5
2074,2026/12/08 21:23,Api,0,0,clean,24,"6,7"
1314,2026-03-07,api,NO,no,-,181,"7,1"
2093,2026-12-09,AUTH,1,0,-,17,"1,3"
1977,2026-08-01,API,No,no,-,80,1.5
464,2026-05-09,UI,false,0,-,30,6.0
1162,2026-12-15,api,false,0,negativo,311,4.2
1730,, Api ,no,0,negativo,16,0.8
951,07/03/2026,Api,yes,sí,MALWARE,34,"17,7"
2129,28/07/2026,ui,0,0,-,14,8.2
2490,14/10/2026,AUTH,no,0,-,14,
779,20/10/2026,authentication,false,no,negativo,134,"6,7"
2089,2026-02-03,AUTH,0,no,limpio,36,4.7
2501,17/12/2026,database,false,0,clean,76,"3,5"
2541,11/09/2026,DB,N/A,no,-,54,"7,4"
1906,22/10/2026,UI,No,no,limpio,85,"6,2"
443,2026/02/14 23:40,auth ,false,0,-,117,4.4
343,,db,no,no,malware,67,3.9
1342,17/07/2026,auth,NO,0,negativo,57,2.5
63,2026-02-04,auth,false,0,limpio,10,-6.9
2517,13/08/2026,ui,NO,0,-,19,"8,1"
1420,,auth,No,0,clean,40,
379,2026-06-05,ui,No,0,-,475,3.4
2014,05/07/2026,auth,no,no,negativo,56,"4,3"
1838,2026/03/03 10:50,API,NO,no,limpio,229,5.7
1490,25/01/2026,Auth,no,0,-,26,1.0
1319,2026-10-09,authentication,0,0,-,59,"5,0"
1815,2026-03-22,AUTH,No,0,clean,43,"21,3"
598,07/04/2026,ui,false,unknown,-,147,6.9
2290,2026-01-10,auth,0,0,limpio,123,"0,5"
254,2026/10/13 16:13,auth,SI,1,negativo,120,"19,9"
2132,21/09/2026,DB,false,0,-,95,"5,3"
1129,,AUTH,NO,no,+,358,9.2
2042,2026-12-26,Api,true,0,-,38,99999
334,2026-09-10,API,No,0,clean,387,"11,7"
1795,2026-05-28,db,No,no,limpio,29,8.6
361,2026/09/08 23:16,db,false,0,negativo,51,"4,7"
1610,2026/03/23 07:20,DB,0,no,-,64,"5,8"
730,2026-02-15,db,no,si,clean,133,23.7
2384,2026/09/14 18:27,API,0,0,-,96,"7,6"
156,2026-12-27,authentication,0,0,clean,54,"5,6"
324,2026-03-03, db,Si,sí,MALWARE,96,12.9
1274,2026-04-09,authentication,,no,negativo,96,"6,4"
697,25/12/2026,db,false,0,-,36,7.9
28,2026/05/12 12:43,Api,false,0,-,38,"3,9"
2021,18/12/2026,database,no,0,negativo,70,3.3
1575,2026/04/19 13:29,ui,0,no,negativo,11,6.4
594,11/09/2026,UI,No,0,-,86,"5,6"
79,2026-03-03,ui,false,?,clean,59,"5,7"
695,2026/09/17 14:14,api,No,no,-,127,5.5
2369,2026-06-26,ui,0,0,negativo,196,1.2
2004,17/11/2026,authentication,No,0,-,89,"7,0"
2078,27/07/2026,UI,0,0,clean,86,-5.0
1366,26/08/2026,ui,No,0,clean,132,17.2
1700,2026-07-24,DB ,yes,no,-,96,10.1
240,2026/03/08 17:35,db,No,no,negativo,132,"2,5"
2395,2026-11-18,database,NO,no,-,37,"5,8"
632,2026-05-27,authentication,yes,1,malware,33,5.6
481,,db,0,no,limpio,95,"3,4"
1289,09/09/2026,ui,,0,-,74,15.7
936,2026-07-15,auth,0,0,positivo,122,"5,8"
1558,24/09/2026,db,0,0,-,75,"1,9"
792,2026/12/24 23:00,api,0,no,limpio,55,"7,8"
1082,2026/09/03 17:09,DB,1,0,clean,38,2.0
1244,2026-04-17,database,false,0,negativo,66,"3,9"
264,2026/09/27 20:38,auth,0,0,negativo,24,"7,7"
1979,2026-11-27,auth,false,no,-,220,"3,3"
1112,2026/12/06 01:44,db,no,0,negativo,441,9.7
22,,ui,No,no,-,44,0.4
518,2026/11/07 23:07,AUTH,SI,0,limpio,54,"9,6"
2223,2026-06-21,Auth,NO,0,-,54,7.8
1557,2026-10-23,database,Si,no,clean,196,5.0
1475,26/01/2026,Auth,No,0,-,96,"3,9"
307,2026/11/02 05:24,api,SI,0,limpio,20,4.3
1585,2026/02/14 12:00,DB,NO,0,positivo,32,0.9
2298,2026-06-23, ui,true,1,MALWARE,999999,"9,9"
1176,2026-09-02,api,No,0,-,432,"5,0"
1902,2026/01/03 12:30,db,N/A,no,clean,,7.0
1377,2026/06/08 12:56,authentication,0,no,clean,97,7.5
1097,14/01/2026,API,0,0,clean,46,7.2
814,2026/04/20 00:59,authentication,NO,0,-,152,"6,7"
166,2026/04/10 09:00,UI,no,0,negativo,64,"9,5"
2259,2026-01-20,UI,no,no,clean,199,"6,4"
1609,2026-10-09,UI,false,0,negativo,33,
1022,2026/02/11 02:34,auth,No,0,negativo,135,"5,9"
1796,2026-01-11,auth,No,no,clean,133,2.3
2518,2026-11-16, ui ,Si,1,MALWARE,147,"6,3"
774,14/06/2026,authentication,yes,0,negativo,41,"2,3"
1941,07/06/2026,Auth,false,no,negativo,10,"8,1"
407,2026-04-25,database,NO,0,clean,31,4.0
45,04/02/2026,db ,NO,?,clean,247,"4,4"
860,28/03/2026,API,false,1,positivo,328,10.3
1921,25/08/2026,authentication,false,no,clean,117,5.1
2201,2026-01-13,api,false,no,negativo,53,"5,0"
275,,Auth ,1,0,clean,36,8.3
1920,2026-09-08,auth,false,0,limpio,104,4.5
245,23/04/2026,ui,0,0,limpio,53,2.3
265,2026-04-13,ui,false,0,clean,55,7.9
802,2026-03-18,Api,0,no,negativo,206,5.7
408,06/06/2026,ui,no,no,clean,121,6.1
2196,21/12/2026,Api,0,0,clean,91,11.8
1970,2026-06-24,ui,no,0,-,34,"11,1"
801,2026-06-25,authentication,No,no,-,,"4,1"
175,2026-04-23,auth,false,0,-,43,11.3
2188,2026/08/24 05:56,api,no,0,limpio,18,"1,9"
42,2026-07-13,Api,No,no,clean,59,"4,3"
1423,06/02/2026,AUTH,Si,1,malware,39,"15,5"
1076,2026/06/25 22:07,Api,no,0,negativo,113,1.0
155,2026-06-21,db,SI,0,limpio,15,6.1
1267,2026-12-13,Auth ,sí,si,malware,39,
383,2026-06-19,ui,No,0,,59,"6,4"
1026,2026-06-15,AUTH,NO,0,-,63,2.7
521,2026-07-16,Api,No,0,limpio,80,1.8
961,02/12/2026,db,No,0,-,17,10.3
1850,10/09/2026,AUTH,false,0,negativo,153,"5,2"
2008,2026-11-13,auth,0,0,+,131,"16,0"
916,,API,NO,no,clean,51,"4,7"
231,2026/10/17 00:40,auth,No,0,MALWARE,47,5.3
1012,2026-08-18,UI,no,no,clean,49,"3,0"
800,07/11/2026,UI,false,0,malware,105,"5,3"
2195,2026-09-17,Auth,yes,1,Malware,21,20.4
993,10/09/2026,api,true,0,clean,71,5.1
2538,2026/02/12 04:18,db,false,0,limpio,41,1.9
2064,21/02/2026,API,0,0,-,17,5.3
944,2026-11-11,Api,No,0,-,116,2.0
1578,,db,Si,1,malware,25,"8,3"
673,16/11/2026,api,yes,0,-,165,"11,8"
1302,2026-12-27,AUTH,No,no,clean,43,1.5
1821,03/01/2026,ui,NO,0,-,84,7.5
2409,2026/04/07 08:31,ui,false,0,-,37,"12,9"
1378,2026-07-11,database,NO,0,limpio,186,5.3
1316,2026/05/01 11:49,api,0,0,limpio,26,"8,0"
2345,2026-06-17,AUTH,NO,0,negativo,111,"2,6"
1683,2026/10/14 01:59,AUTH,no,0,-,222,2.8
534,24/01/2026,UI,false,0,MALWARE,132,"6,7"
1124,2026-03-23,auth,0,no,negativo,35,"4,6"
2120,2026-10-26,auth,sí,0,negativo,151,5.2
1254,,API,no,0,MALWARE,79,2.4
145,2026/04/07 23:17,authentication,false,no,clean,19,"11,2"
652,2026/06/10 02:44,auth,NO,0,limpio,135,6.8
2146,2026/01/09 18:24,authentication,no,no,negativo,206,"8,8"
268,2026-02-21,API ,0,0,negativo,228,99999
1658,2026-05-22,API,true,0,positivo,74,3.4
1345,08/09/2026,api,0,0,clean,85,8.6
2270,13/04/2026,api,false,0,limpio,36,
1684,20/11/2026,authentication,no,no,clean,31,"1,5"
1447,,ui,NO,no,limpio,18,"10,5"
2056,2026/06/21 04:54,DB,si,0,negativo,42,9.7
649,2026/02/27 19:11,api,false,no,limpio,62,3.2
822,25/11/2026,ui,NO,0,-,26,11.1
1505,27/08/2026,DB,no,0,-,54,10.0
741,13/11/2026,auth,No,no,-,11,"2,8"
2106,,Auth,0,0,-,23,6.0
1290,2026/12/08 15:50,DB,0,no,limpio,24,"3,2"
1880,2026-01-19,AUTH,No,0,clean,62,"3,4"
469,2026-12-24,api,NO,no,clean,49,8.3
1954,2026/07/23 20:59,database,No,0,limpio,23,"12,2"
17,2026-02-24,database,NO,no,negativo,17,7.0
2478,2026-02-10,db,NO,0,,39,99999
987,2026-05-24,api,si,no,limpio,89,
1698,2026-11-13,db,NO,0,limpio,54,"9,1"
1236,2026-01-09,api,No,no,negativo,48,4.3
1407,12/04/2026,UI,0,0,limpio,86,6.7
2141,2026-11-02,Auth,0,0,clean,-1399,
1045,19/02/2026,ui,no,no,negativo,11,-1.3
2111,03/11/2026,db ,1,no,negativo,30,23.6
428,2026/06/24 13:44,db,0,no,clean,180,"3,7"
2246,2026-11-05,db,0,no,-,58,14.0
1106,2026/02/07 04:09,API,no,no,negativo,41,"2,8"
66,2026-05-12,API,false,0,-,102,5.9
2048,2026/01/20 11:16,ui,false,0,clean,226,99999
1592,2026/08/27 12:25,ui,NO,0,clean,54,6.1
563,2026-12-24,api,false,0,negativo,47,"5,5"
2232,2026/03/27 02:07,ui,NO,no,limpio,89,"3,0"
309,2026-02-16,API,0,no,-,114,
127,2026-11-25,database,No,0,clean,75,2.7
54,2026/10/23 12:52,API,no,no,limpio,25,2.7
1300,2026/01/28 22:45,api,false,,clean,142,10.2
1826,2026/04/28 08:28,AUTH,false,0,-,78,"3,4"
941,2026-04-19,authentication,NO,0,clean,28,9.2
2054,2026/09/12 12:13,AUTH,No,0,clean,23,1.6
662,2026-12-05,athu,NO,0,limpio,36,3.1
2091,2026/01/03 07:24,ui,0,0,clean,115,4.7
2135,2026-12-20,api,false,0,limpio,19,"3,2"
2145,2026-08-11,DB,No,,clean,42,"2,2"
709,2026-10-04,authentication,0,0,-,24,8.6
1581,2026-07-09,auth,0,no,negativo,83,6.1
1309,16/05/2026,UI,no,?,malware,84,"1,6"
351,13/04/2026,auth,false,no,limpio,24,"0,8"
253,13/11/2026,api,yes,0,negativo,26,
24,2026/11/01 23:39,DB,No,0,clean,96,14.6
1046,2026/08/03 11:45,database,0,,clean,152,"1,6"
461,2026/07/02 22:13, Api ,NO,no,limpio,104,11.4
2136,23/10/2026,AUTH,false,0,-,25,2.5
185,2026-10-27,UI,NO,0,negativo,33,7.8
2589,06/01/2026,api,1,no,clean,150,13.3
919,2026-06-19,db,No,0,limpio,33,3.7
528,2026-05-16,ui,no,?,clean,213,1.7
612,18/12/2026,Api,0,no,clean,68,"5,1"
267,10/09/2026,api,No,no,clean,40,"1,1"
83,2026-01-02,DB,false,0,-,608,"3,0"
1917,2026-04-07,UI,0,0,-,27,"18,5"
608,2026-08-06,API,No,no,limpio,21,"4,1"
2335,14/03/2026, UI,no,0,negativo,71,5.2
2023,08/11/2026,ui,0,0,-,58,"6,2"
2460,2026/05/27 20:43,Auth,,no,limpio,182,5.4
1518,2026-11-01,DB,no,0,negativo,163,"6,1"
990,24/01/2026, Auth ,false,0,limpio,104,1.4
313,07/10/2026,AUTH,NO,0,clean,168,"12,9"
40,2026-10-11,API,false,0,-,207,2.6
853,2026/11/14 18:41,API,false,no,limpio,55,7.3
1357,09/03/2026,AUTH,no,0,negativo,39,99999
60,2026-10-02,api,,0,limpio,124,6.2
1847,2026-11-16,database,Si,si,positivo,32,8.8
1862,2026/10/28 15:03,database,NO,no,negativo,63,"5,8"
1852,27/10/2026,Auth,yes,0,-,26,"8,7"
592,2026/01/13 11:36,DB,1,1,+,25,18.3
57,2026-06-07, api ,no,0,clean,62,2.1
1341,2026-02-25,api,no,0,negativo,19,5.4
2167,2026/06/24 14:32,database,No,no,limpio,98,3.7
2016,2026/10/13 09:46,API,0,no,negativo,12,9.9
1911,2026-11-17,Auth,true,no,limpio,365,2.8
58,02/05/2026,DB,0,0,clean,131,"8,1"
2285,2026-10-10,db,false,no,negativo,20,9.4
38,,DB,false,no,clean,69,4.2
713,19/06/2026,Auth,true,0,-,136,5.1
2019,2026-10-04,authentication,NO,0,clean,434,5.0
1418,2026-07-10,UI,si,0,limpio,105,3.7
1283,16/02/2026,authentication,Si,no,negativo,13,5.9
1729,2026-04-18,db,NO,0,limpio,79,"5,3"
956,09/01/2026,authentication,Si,no,-,37,"2,0"
2289,2026-01-09,Auth,no,no,limpio,79,4.4
116,19/10/2026,authentication,NO,0,negativo,36,8.5
2455,2026/07/24 04:27,UI,false,no,limpio,17,13.4
539,2026-09-04,api,No,0,limpio,238,"1,0"
1384,,api,no,no,,179,"1,8"
1665,,Api,,no,-,86,"4,2"
270,11/12/2026,auth,false,0,limpio,11,"13,7"
978,2026-05-09,Api,NO,0,limpio,35,"0,5"
2251,10/09/2026,database,no,no,limpio,64,8.8
158,11/07/2026,db ,false,no,clean,94,2.7
1780,2026-12-08,api,No,no,-,71,1.9
1598,,AUTH,N/A,0,negativo,30,6.2
1720,25/02/2026,AUTH,0,no,limpio,95,6.4
187,2026/11/22 23:30,ui,false,0,-,60,6.5
759,23/02/2026,Auth,0,0,limpio,95,5.8
768,2026-11-01,Api,false,0,-,999999,"3,3"
2423,2026-12-07,auth,0,unknown,-,51,3.4
1432,20/05/2026,Auth,N/A,no,-,39,4.8
168,2026/04/20 21:32,UI,no,no,clean,23,3.3
271,2026/10/17 00:34,auth,No,no,negativo,32,4.2
1034,2026-07-26,db,No,0,clean,158,3.2
1638,02/10/2026,api,no,0,negativo,163,"6,0"
1719,2026-08-17,DB,No,unknown,-,14,"0,1"
335,07/08/2026, authentication ,NO,no,-,24,"10,9"
1846,07/11/2026,API,no,0,negativo,133,
2401,01/02/2026,AUTH,No,0,-,78,2.8
2060,27/12/2026,ui,no,0,clean,,0.7
147,2026-01-20,DB,sí,sí,Malware,81,21.8
510,2026/08/25 00:42,db,NO,0,limpio,83,"8,6"
295,2026-09-06,authentication,0,0,clean,96,0.9
1645,23/02/2026,api,false,0,clean,46,3.6
1054,2026-02-25,auth,0,0,limpio,51,"17,7"
2043,2026/08/10 09:27,authentication ,No,0,clean,62,1.6
437,2026/01/15 12:35,API,NO,no,clean,59,4.3
771,2026-02-27,authentication,no,0,-,10,5.2
199,2026/05/10 13:50,API,NO,0,-,26,6.4
2584,2026/11/09 03:43,Api,0,no,negativo,55,6.0
2532,,auth,0,0,MALWARE,20,"6,1"
672,2026/12/01 23:32,AUTH,no,no,-,13,1.6
803,25/08/2026,Api,no,no,limpio,-97,"7,2"
1845,25/03/2026,AUTH,No,0,-,23,1.2
476,13/08/2026,api,NO,0,negativo,50,1.6
999,2026/01/08 05:54,api,NO,0,negativo,73,8.2
2326,19/01/2026,auth,No,unknown,+,37,6.9
1141,2026-04-05,api,1,1,malware,37,4.9
2082,2026-06-28,Api,NO,no,clean,30,"5,8"
463,2026/04/28 00:07,auth,0,no,-,93,"0,6"
500,,Auth,no,0,limpio,56,"6,9"
1697,10/11/2026,database,1,no,clean,28,1.8
681,2026-07-02,database,No,no,negativo,16,3.9
2316,2026-10-04,API,NO,no,-,41,1.2
366,2026-08-06, API,No,no,clean,172,8.8
1739,2026-08-13,AUTH,,0,limpio,69,1.2
1950,17/05/2026,authentication,No,0,negativo,36,4.5
2487,22/07/2026,db,no,0,negativo,-445,99999
1810,2026/09/21 11:15,ui,false,no,limpio,47,4.8
1185,2026/07/04 17:23,auth,NO,no,limpio,17,"5,1"
2263,2026-03-13,database,0,0,limpio,86,"9,6"
2556,07/05/2026,database,NO,0,clean,33,1.1
1980,27/08/2026,Auth,false,no,-,19,1.8
867,2026/04/14 05:41,Api,NO,0,limpio,24,"2,2"
882,12/10/2026,api,no,no,negativo,248,"9,2"
153,2026/05/05 04:07,auth,no,no,limpio,33,"10,0"
1999,2026/07/08 20:31,db,no,0,clean,51,2.7
760,2026-02-13,db,0,0,negativo,31,"2,3"
845,2026/02/15 23:45,authentication ,NO,no,limpio,,5.7
2480,2026/04/16 04:19,db,Si,sí,malware,399,12.1
751,2026/07/10 03:15,db,No,0,clean,11,"2,3"
2506,2026/02/09 04:13,Api,No,no,clean,50,11.2
1844,08/07/2026,Auth,No,0,,59,12.5
949,09/07/2026,DB,0,no,negativo,131,"2,6"
2509,22/09/2026,AUTH,NO,no,clean,47,4.1
1851,12/05/2026,AUTH,No,0,negativo,148,2.5
1390,05/10/2026,db,No,0,clean,95,"8,0"
2247,03/02/2026, Api ,NO,0,clean,121,"1,3"
635,10/04/2026,db,no,no,limpio,59,"18,2"
1749,,api,false,0,clean,56,1.3
946,2026-07-12,db,0,0,negativo,48,8.0
1370,2026/04/27 07:10,db,No,0,clean,27,4.4
1648,2026-07-26,DB,no,no,negativo,61,"5,1"
1037,2026-11-17,auth,No,0,Malware,94,2.6
2192,2026-06-17,ui,,0,limpio,211,99999
883,14/06/2026,API,NO,0,Malware,,15.5
1670,2026/02/22 22:01, ui ,false,0,clean,29,"4,9"
2191,2026-12-19,authentication,no,0,negativo,29,"4,3"
2321,2026-07-14,API,NO,0,,118,"5,9"
2470,2026-08-23,api,0,0,clean,29,"9,8"
340,2026-08-22,auth ,false,0,clean,37,9.6
210,2026-01-09,AUTH,no,no,+,51,12.5
511,2026/01/05 06:07,database,No,0,limpio,50,"7,2"
2483,2026-04-25,auth,No,0,clean,12,9.2
251,20/09/2026,AUTH,no,0,-,117,16.4
2240,2026-11-11,api,No,0,negativo,82,4.2
2528,17/01/2026,authentication,false,0,limpio,16,"3,4"
196,2026-10-09,DB,false,0,clean,64,2.9
212,2026-09-01,Api,no,no,limpio,28,"8,9"
390,2026-04-14,UI,no,0,limpio,39,"11,3"
2554,2026-02-09,api,No,0,clean,106,10.5
1478,2026-10-28,auth,N/A,0,negativo,91,8.4
1984,2026-04-22,Api,No,no,-,133,"3,9"
2045,14/09/2026,UI,0,0,negativo,69,0.3
349,23/01/2026,Api,false,0,-,60,1.8
2150,2026-03-19,auth,0,no,negativo,304,9.7
688,06/10/2026,UI,NO,0,limpio,54,"4,0"
378,2026-02-08, authentication,Si,si,MALWARE,17,"11,7"
1963,2026/01/25 04:45,auth,SI,0,malware,300,10.8
1777,2026-12-01,authentication,false,0,negativo,27,8.2
541,2026/01/11 04:04,ui,no,0,clean,37,0.8
1090,2026-04-22,Api,NO,0,limpio,192,"7,5"
